refresh_wall_time,order_id,symbol,side,submitted_sim_time,status,price,size,executed_size,timestamp
2026-04-01 09:50:28,cc346355-7f91-4b6e-b46f-3b5492611e21,NVDA,SELL,2026-01-16 09:31:03,Status.FILLED,189.61,1,1,2026-04-01 09:20:55.548613
2026-04-01 09:50:28,b8912512-66c9-4cde-8e0b-e70faaad697d,NVDA,BUY,2026-01-16 09:31:04,Status.FILLED,189.57,1,1,2026-04-01 09:20:56.550276
2026-04-01 09:50:28,31ecd730-2d08-4ab2-9e10-f033343f6c90,NVDA,SELL,2026-01-16 09:31:05,Status.FILLED,189.5,1,1,2026-04-01 09:20:57.555681
2026-04-01 09:50:28,aa4d5fb7-f662-4aca-ad96-75de1d12f965,NVDA,BUY,2026-01-16 09:31:06,Status.FILLED,189.59,1,1,2026-04-01 09:20:58.560895
2026-04-01 09:50:28,e48ed042-68c9-4ed1-a6f6-52a2dd720763,NVDA,SELL,2026-01-16 09:31:07,Status.FILLED,189.44,1,1,2026-04-01 09:20:59.582716
2026-04-01 09:50:28,3c5dd4e7-424e-4874-987e-e46adc406c80,NVDA,BUY,2026-01-16 09:31:08,Status.FILLED,189.49,1,1,2026-04-01 09:21:00.606495
2026-04-01 09:50:28,15fd4340-b73b-47b9-a908-a8a9b1f44fa4,NVDA,SELL,2026-01-16 09:31:10,Status.FILLED,189.47,1,1,2026-04-01 09:21:02.608069
2026-04-01 09:50:28,941ad67b-a37d-4d5b-89d4-8d252ddca78f,NVDA,BUY,2026-01-16 09:31:11,Status.FILLED,189.5,1,1,2026-04-01 09:21:03.609088
2026-04-01 09:50:28,848ec7a7-d87a-4525-b5b1-e83c9b237b3c,NVDA,SELL,2026-01-16 09:31:12,Status.FILLED,189.56,1,1,2026-04-01 09:21:04.609763
2026-04-01 09:50:28,a2a29b5d-806b-48c2-b9c4-a1b2ac54827c,NVDA,BUY,2026-01-16 09:31:13,Status.FILLED,189.61,1,1,2026-04-01 09:21:05.615511
2026-04-01 09:50:28,780827e6-d79e-4855-8431-daf8687bc774,NVDA,SELL,2026-01-16 09:31:14,Status.FILLED,189.54,1,1,2026-04-01 09:21:06.617686
2026-04-01 09:50:28,7f6199d6-4714-42be-8d8b-b67376ee4f7d,NVDA,BUY,2026-01-16 09:31:16,Status.FILLED,189.53,1,1,2026-04-01 09:21:08.619497
2026-04-01 09:50:28,956cf4f1-634a-4071-aab3-9903933edd4b,NVDA,SELL,2026-01-16 09:31:17,Status.FILLED,189.47,1,1,2026-04-01 09:21:09.620788
2026-04-01 09:50:28,5fcf70eb-9262-46ec-9b90-18a8100b03de,NVDA,BUY,2026-01-16 09:31:18,Status.FILLED,189.5,1,1,2026-04-01 09:21:10.624024
2026-04-01 09:50:28,7abc7de8-940d-4653-9a3a-7ac989d2eeb0,NVDA,SELL,2026-01-16 09:31:19,Status.FILLED,189.42,1,1,2026-04-01 09:21:11.624828
2026-04-01 09:50:28,9bf0fb47-79ac-46d1-9a66-4d30355f5095,NVDA,BUY,2026-01-16 09:31:20,Status.FILLED,189.38,1,1,2026-04-01 09:21:12.627865
2026-04-01 09:50:28,acd3055d-4c40-43e6-bae2-41b820624ae0,NVDA,SELL,2026-01-16 09:31:21,Status.FILLED,189.41,1,1,2026-04-01 09:21:13.631283
2026-04-01 09:50:28,485d7fc9-5f3f-4239-8470-189b593502c2,NVDA,BUY,2026-01-16 09:31:22,Status.FILLED,189.43,1,1,2026-04-01 09:21:14.634963
2026-04-01 09:50:28,9d31b49c-2c03-4917-a0b9-4f9b839fb751,NVDA,SELL,2026-01-16 09:31:23,Status.FILLED,189.37,1,1,2026-04-01 09:21:15.638604
2026-04-01 09:50:28,7ca7f267-fa42-4526-9112-5f54cc959b72,NVDA,BUY,2026-01-16 09:31:24,Status.FILLED,189.37,1,1,2026-04-01 09:21:16.641081
2026-04-01 09:50:28,491e8a2e-5298-408a-89d2-f0dbd8466f88,NVDA,SELL,2026-01-16 09:31:25,Status.FILLED,189.06,1,1,2026-04-01 09:21:17.645632
2026-04-01 09:50:28,d8e97356-2ad6-4b84-9918-14d393312efc,NVDA,BUY,2026-01-16 09:31:26,Status.FILLED,189.23,1,1,2026-04-01 09:21:18.651124
2026-04-01 09:50:28,6cf940ca-7c34-4320-afd5-2f9ab95cd7b4,NVDA,SELL,2026-01-16 09:31:28,Status.FILLED,189.26,1,1,2026-04-01 09:21:20.652895
2026-04-01 09:50:28,4019932f-3505-4486-abee-5d08a750051d,NVDA,BUY,2026-01-16 09:31:29,Status.FILLED,189.34,1,1,2026-04-01 09:21:21.656069
2026-04-01 09:50:28,c9506327-cf40-4a16-ab55-07ec76a7102a,NVDA,SELL,2026-01-16 09:31:30,Status.FILLED,189.23,1,1,2026-04-01 09:21:22.661511
2026-04-01 09:50:28,383663ed-7f0c-4214-a022-a9070b8d5622,NVDA,BUY,2026-01-16 09:31:31,Status.FILLED,189.35,1,1,2026-04-01 09:21:23.662800
2026-04-01 09:50:28,cffa50a7-4a18-4d65-9d22-ca998a22efd8,NVDA,SELL,2026-01-16 09:31:33,Status.FILLED,189.36,1,1,2026-04-01 09:21:25.664281
2026-04-01 09:50:28,3cb6a544-4436-4c7d-afca-c4d32d183b2d,NVDA,BUY,2026-01-16 09:31:34,Status.FILLED,189.34,1,1,2026-04-01 09:21:26.668624
2026-04-01 09:50:28,69d24aa7-d85a-4a83-a272-2aec67d293c5,NVDA,SELL,2026-01-16 09:31:35,Status.FILLED,189.36,1,1,2026-04-01 09:21:27.673671
2026-04-01 09:50:28,d725c8ac-3368-484c-9d77-962fb140e031,NVDA,BUY,2026-01-16 09:31:36,Status.FILLED,189.22,1,1,2026-04-01 09:21:28.676721
2026-04-01 09:50:28,b40802af-0449-4b88-b3a8-435bdf377a0c,NVDA,SELL,2026-01-16 09:31:37,Status.FILLED,189.12,1,1,2026-04-01 09:21:29.678637
2026-04-01 09:50:28,b15c0486-b3e5-47d4-8feb-83ab35ec24bc,NVDA,BUY,2026-01-16 09:31:39,Status.FILLED,189.11,1,1,2026-04-01 09:21:31.681406
2026-04-01 09:50:28,ad21ce13-d8a5-4001-bd26-698fba10992b,NVDA,SELL,2026-01-16 09:31:40,Status.FILLED,189.02,1,1,2026-04-01 09:21:32.683680
2026-04-01 09:50:28,6ea860c4-0a8d-469e-8e0e-1e6fc32d16e6,NVDA,BUY,2026-01-16 09:31:41,Status.FILLED,189.04,1,1,2026-04-01 09:21:33.685201
2026-04-01 09:50:28,a7895d13-21ad-4460-aac3-b216824fcf15,NVDA,SELL,2026-01-16 09:31:43,Status.FILLED,188.93,1,1,2026-04-01 09:21:35.687793
2026-04-01 09:50:28,5e8b279f-83ba-45d4-9c2c-cc9df646a2ac,NVDA,BUY,2026-01-16 09:31:45,Status.FILLED,188.98,1,1,2026-04-01 09:21:37.689883
2026-04-01 09:50:28,11d8bb52-d30c-4f2d-bfbd-82db786e3ff4,NVDA,SELL,2026-01-16 09:31:46,Status.FILLED,188.92,1,1,2026-04-01 09:21:38.695120
2026-04-01 09:50:28,13d85b28-07d0-4bbd-99a8-4b927203b1d5,NVDA,BUY,2026-01-16 09:31:47,Status.FILLED,189.01,1,1,2026-04-01 09:21:39.698295
2026-04-01 09:50:28,f3206923-7cd9-40d6-bd29-4d7f6aaded63,NVDA,SELL,2026-01-16 09:31:48,Status.FILLED,188.98,1,1,2026-04-01 09:21:40.700717
2026-04-01 09:50:28,e2af9c06-7df8-4c4a-98b2-13d621da3967,NVDA,BUY,2026-01-16 09:31:49,Status.FILLED,189.05,1,1,2026-04-01 09:21:41.702954
2026-04-01 09:50:28,25886288-2044-4839-bfb9-fcf4a26caf8e,NVDA,SELL,2026-01-16 09:31:50,Status.FILLED,188.9,1,1,2026-04-01 09:21:42.713371
2026-04-01 09:50:28,0d88c297-d976-49cc-8e51-c670bb864acc,NVDA,BUY,2026-01-16 09:31:52,Status.FILLED,188.95,1,1,2026-04-01 09:21:44.715264
2026-04-01 09:50:28,8466f21e-aa70-4f33-ba2f-ae553585ad77,NVDA,SELL,2026-01-16 09:31:53,Status.FILLED,188.9,1,1,2026-04-01 09:21:45.735774
2026-04-01 09:50:28,18f6c64a-d472-48ea-b08d-1bf22e9e6a55,NVDA,BUY,2026-01-16 09:31:55,Status.FILLED,188.99,1,1,2026-04-01 09:21:47.722445
2026-04-01 09:50:28,a128245e-960e-43f5-8127-a53871ac084f,NVDA,SELL,2026-01-16 09:31:57,Status.FILLED,188.88,1,1,2026-04-01 09:21:49.724680
2026-04-01 09:50:28,3a6690fa-84a1-41ab-be5c-4e3b3feb7bf0,NVDA,BUY,2026-01-16 09:31:59,Status.FILLED,188.99,1,1,2026-04-01 09:21:51.725717
2026-04-01 09:50:28,47df09e8-56b4-45be-9f4b-23ff4fe5f5fd,NVDA,SELL,2026-01-16 09:32:00,Status.FILLED,189.03,1,1,2026-04-01 09:21:52.726941
2026-04-01 09:50:28,8f5a1183-7a03-4330-a1cf-54b539957b07,NVDA,BUY,2026-01-16 09:32:01,Status.FILLED,189.16,1,1,2026-04-01 09:21:53.731400
2026-04-01 09:50:28,e5db6670-f711-475c-ba59-b717616b6875,NVDA,SELL,2026-01-16 09:32:03,Status.FILLED,188.98,1,1,2026-04-01 09:21:55.732544
2026-04-01 09:50:28,09e70023-b01f-48ae-a4d7-35caa2ad644d,NVDA,BUY,2026-01-16 09:32:04,Status.FILLED,188.95,1,1,2026-04-01 09:21:56.733685
2026-04-01 09:50:28,1a456948-a6bf-42b6-99b8-91311e83ae41,NVDA,SELL,2026-01-16 09:32:05,Status.FILLED,188.89,1,1,2026-04-01 09:21:57.738321
2026-04-01 09:50:28,e18dcc00-e052-464a-ab4c-fc2d0fc940a9,NVDA,BUY,2026-01-16 09:32:06,Status.FILLED,189.02,1,1,2026-04-01 09:21:58.739723
2026-04-01 09:50:28,01cdb815-72cf-4f0f-bacd-7aaa777ac03d,NVDA,SELL,2026-01-16 09:32:07,Status.FILLED,188.93,1,1,2026-04-01 09:21:59.741027
2026-04-01 09:50:28,07c95c42-5fbe-4307-b5ed-7a402c048efc,NVDA,BUY,2026-01-16 09:32:09,Status.FILLED,189.0,1,1,2026-04-01 09:22:01.742109
2026-04-01 09:50:28,cce6cd77-06df-4b29-803f-ffbc96a53006,NVDA,SELL,2026-01-16 09:32:10,Status.FILLED,189.01,1,1,2026-04-01 09:22:02.743076
2026-04-01 09:50:28,c4a61e89-dd36-446a-bc38-9ec767e8cd4d,NVDA,BUY,2026-01-16 09:32:12,Status.FILLED,189.14,1,1,2026-04-01 09:22:04.745506
2026-04-01 09:50:28,549a350e-a0ec-4d1c-bce9-a09269a727b7,NVDA,SELL,2026-01-16 09:32:13,Status.FILLED,189.17,1,1,2026-04-01 09:22:05.750852
2026-04-01 09:50:28,8c3e787f-7306-4ac1-a5b9-243e5d8870fb,NVDA,BUY,2026-01-16 09:32:15,Status.FILLED,189.18,1,1,2026-04-01 09:22:07.751691
2026-04-01 09:50:28,593f2b5f-9f49-4855-b70e-ea4126102d7c,NVDA,SELL,2026-01-16 09:32:16,Status.FILLED,189.12,1,1,2026-04-01 09:22:08.752928
2026-04-01 09:50:28,17a4a60c-421e-4663-a3ab-4c9c069efebc,NVDA,BUY,2026-01-16 09:32:17,Status.FILLED,189.08,1,1,2026-04-01 09:22:09.755162
2026-04-01 09:50:28,edd75b8b-026e-487c-94bb-526202a25b8f,NVDA,SELL,2026-01-16 09:32:19,Status.FILLED,189.04,1,1,2026-04-01 09:22:11.757198
2026-04-01 09:50:28,fdd72114-86a1-4666-8e48-b7461fcbfbb4,NVDA,BUY,2026-01-16 09:32:20,Status.FILLED,189.16,1,1,2026-04-01 09:22:12.759590
2026-04-01 09:50:28,b94dbacc-f878-4378-8750-c35c7af8ed95,NVDA,SELL,2026-01-16 09:32:22,Status.FILLED,189.26,1,1,2026-04-01 09:22:14.775279
2026-04-01 09:50:28,04528111-7508-421e-9178-8a9f6b063202,NVDA,BUY,2026-01-16 09:32:25,Status.FILLED,189.22,1,1,2026-04-01 09:22:16.783916
2026-04-01 09:50:28,00880dcd-24aa-48ac-9328-3f0fe290ca82,NVDA,SELL,2026-01-16 09:32:26,Status.FILLED,189.14,1,1,2026-04-01 09:22:18.786010
2026-04-01 09:50:28,5c23e3ee-fa64-408a-acd2-6659a4d8f360,NVDA,BUY,2026-01-16 09:32:27,Status.FILLED,189.19,1,1,2026-04-01 09:22:19.790043
2026-04-01 09:50:28,47c20aa0-2c71-486a-bf6d-ec63b16704c8,NVDA,SELL,2026-01-16 09:32:29,Status.FILLED,189.31,1,1,2026-04-01 09:22:20.791582
2026-04-01 09:50:28,34c5023b-c38e-405f-bf73-38506fc43bf8,NVDA,BUY,2026-01-16 09:32:30,Status.FILLED,189.36,1,1,2026-04-01 09:22:21.793370
2026-04-01 09:50:28,ee4cac02-2481-429a-891b-883c6d63f2bb,NVDA,SELL,2026-01-16 09:32:30,Status.FILLED,189.35,1,1,2026-04-01 09:22:22.794184
2026-04-01 09:50:28,4507e29d-a1f6-4b79-9b92-775c698f5520,NVDA,BUY,2026-01-16 09:32:33,Status.FILLED,189.43,1,1,2026-04-01 09:22:24.797732
2026-04-01 09:50:28,20a9342b-898d-471a-bdea-221f0f838f02,NVDA,SELL,2026-01-16 09:32:33,Status.FILLED,189.38,1,1,2026-04-01 09:22:25.800591
2026-04-01 09:50:28,e0d0ea59-ee1a-439b-a2f2-dc2c642bd3fb,NVDA,BUY,2026-01-16 09:32:35,Status.FILLED,189.34,1,1,2026-04-01 09:22:27.800989
2026-04-01 09:50:28,d308591b-498d-4bb9-b66d-7cd371fcb212,NVDA,SELL,2026-01-16 09:32:36,Status.FILLED,189.33,1,1,2026-04-01 09:22:28.802709
2026-04-01 09:50:28,db8b8812-6b79-467f-b15e-eede1ecfe506,NVDA,BUY,2026-01-16 09:32:37,Status.FILLED,189.38,1,1,2026-04-01 09:22:29.805785
2026-04-01 09:50:28,e59ba8eb-b883-4056-a2f1-6b58a343a0cb,NVDA,SELL,2026-01-16 09:32:39,Status.FILLED,189.43,1,1,2026-04-01 09:22:30.808688
2026-04-01 09:50:28,fe1e8ab3-8efa-4762-8cd2-bfd9fdf60d1c,NVDA,BUY,2026-01-16 09:32:41,Status.FILLED,189.43,1,1,2026-04-01 09:22:32.809567
2026-04-01 09:50:28,d082f7c4-27e2-42f4-b8f3-71cdec189d2b,NVDA,SELL,2026-01-16 09:32:42,Status.FILLED,189.43,1,1,2026-04-01 09:22:33.810603
2026-04-01 09:50:28,6c77d0c0-0af9-475e-a430-d35be118ba35,NVDA,BUY,2026-01-16 09:32:44,Status.FILLED,189.33,1,1,2026-04-01 09:22:35.812058
2026-04-01 09:50:28,4ca99f08-f8c7-4a85-a9a0-02619fd159d7,NVDA,SELL,2026-01-16 09:32:45,Status.FILLED,189.31,1,1,2026-04-01 09:22:36.814278
2026-04-01 09:50:28,d2ca1137-fe4c-453b-9a4c-f81ee381e42a,NVDA,BUY,2026-01-16 09:32:47,Status.FILLED,189.28,1,1,2026-04-01 09:22:38.816377
2026-04-01 09:50:28,f3e55c5f-3320-4aa6-ad0f-cb859b8c7212,NVDA,SELL,2026-01-16 09:32:48,Status.FILLED,189.23,1,1,2026-04-01 09:22:39.821640
2026-04-01 09:50:28,88cd31ff-1f50-454e-b18f-839b7c48591b,NVDA,BUY,2026-01-16 09:32:50,Status.FILLED,189.27,1,1,2026-04-01 09:22:41.822644
2026-04-01 09:50:28,7576aff1-ebcd-404e-9942-b83db1c59802,NVDA,SELL,2026-01-16 09:32:51,Status.FILLED,189.25,1,1,2026-04-01 09:22:42.827966
2026-04-01 09:50:28,fb8329d0-ee0a-4cbd-8186-0219d411baaa,NVDA,BUY,2026-01-16 09:32:52,Status.FILLED,189.15,1,1,2026-04-01 09:22:43.833125
2026-04-01 09:50:28,28a39f64-b675-4530-ad42-6775f396f259,NVDA,SELL,2026-01-16 09:32:54,Status.FILLED,189.15,1,1,2026-04-01 09:22:45.835484
2026-04-01 09:50:28,e3c72edb-3914-44b4-99f7-cd1d9be17291,NVDA,BUY,2026-01-16 09:32:55,Status.FILLED,189.06,1,1,2026-04-01 09:22:46.837978
2026-04-01 09:50:28,860beadb-80b2-4da8-b579-ef1619d10056,NVDA,SELL,2026-01-16 09:32:56,Status.FILLED,189.06,1,1,2026-04-01 09:22:47.841138
2026-04-01 09:50:28,2d1eb657-8a1b-4a8e-911d-98c2cf364b57,NVDA,BUY,2026-01-16 09:32:57,Status.FILLED,189.04,1,1,2026-04-01 09:22:48.844228
2026-04-01 09:50:28,35615ee0-578a-461b-9f2b-ee63aeb1a375,NVDA,SELL,2026-01-16 09:32:59,Status.FILLED,188.96,1,1,2026-04-01 09:22:50.845496
2026-04-01 09:50:28,25c96499-6555-4235-968e-09a7e30941ed,NVDA,BUY,2026-01-16 09:33:00,Status.FILLED,188.99,1,1,2026-04-01 09:22:51.846147
2026-04-01 09:50:28,1dde6e43-1295-4ed9-bcab-f1eff3993f92,NVDA,SELL,2026-01-16 09:33:01,Status.FILLED,188.93,1,1,2026-04-01 09:22:52.849302
2026-04-01 09:50:28,b576cfa1-95e0-4289-83df-86176c9f69e9,NVDA,BUY,2026-01-16 09:33:03,Status.FILLED,189.0,1,1,2026-04-01 09:22:54.853681
2026-04-01 09:50:28,3d06fe3c-9bd8-4457-ba1f-ca78ae742dc5,NVDA,SELL,2026-01-16 09:33:04,Status.FILLED,188.94,1,1,2026-04-01 09:22:55.856101
2026-04-01 09:50:28,83fdf05e-8563-4061-aae6-1f5541b1816b,NVDA,BUY,2026-01-16 09:33:05,Status.FILLED,188.95,1,1,2026-04-01 09:22:56.857188
2026-04-01 09:50:28,d9bfc2f3-2b68-4661-9d5b-774450d459cd,NVDA,SELL,2026-01-16 09:33:07,Status.FILLED,188.92,1,1,2026-04-01 09:22:58.860546
2026-04-01 09:50:28,ab682ca5-bcec-40dc-af5c-98159d52eba9,NVDA,BUY,2026-01-16 09:33:08,Status.FILLED,189.02,1,1,2026-04-01 09:22:59.862706
2026-04-01 09:50:28,a9525aef-b77e-4703-ba7e-5c1a4d19f247,NVDA,SELL,2026-01-16 09:33:09,Status.FILLED,188.97,1,1,2026-04-01 09:23:00.866196
2026-04-01 09:50:28,af71c6da-fa75-4243-b158-a17137b1ae64,NVDA,BUY,2026-01-16 09:33:10,Status.FILLED,189.01,1,1,2026-04-01 09:23:01.869994
2026-04-01 09:50:28,f4cf5662-59f5-4138-815a-46990d70e974,NVDA,SELL,2026-01-16 09:33:11,Status.FILLED,189.0,1,1,2026-04-01 09:23:02.871662
2026-04-01 09:50:28,2eaa6ab0-608a-4dc5-95be-03314dc354b1,NVDA,BUY,2026-01-16 09:33:12,Status.FILLED,189.02,1,1,2026-04-01 09:23:03.877552
2026-04-01 09:50:28,4762eb1f-282e-443f-a887-91cb67fb3714,NVDA,SELL,2026-01-16 09:33:13,Status.FILLED,189.02,1,1,2026-04-01 09:23:04.879987
2026-04-01 09:50:28,ce0e36b7-4914-4838-ae54-7e568ea7e25a,NVDA,BUY,2026-01-16 09:33:14,Status.FILLED,189.0,1,1,2026-04-01 09:23:05.881763
2026-04-01 09:50:28,e63bc6c1-ca0a-4273-851c-7e8698e1c472,NVDA,SELL,2026-01-16 09:33:16,Status.FILLED,188.91,1,1,2026-04-01 09:23:07.883956
2026-04-01 09:50:28,213e29a2-d946-449e-a442-21d4fec5b692,NVDA,BUY,2026-01-16 09:33:17,Status.FILLED,188.94,1,1,2026-04-01 09:23:08.885656
2026-04-01 09:50:28,472168ff-931b-4449-b251-9e72b1c033b6,NVDA,SELL,2026-01-16 09:33:18,Status.FILLED,188.93,1,1,2026-04-01 09:23:09.887958
2026-04-01 09:50:28,e7116683-e65a-486e-8b17-82b38de04fad,NVDA,BUY,2026-01-16 09:33:19,Status.FILLED,188.92,1,1,2026-04-01 09:23:10.892302
2026-04-01 09:50:28,3d8baee1-9c54-430e-96a1-0bde4ed0a48b,NVDA,SELL,2026-01-16 09:33:20,Status.FILLED,188.84,1,1,2026-04-01 09:23:11.895465
2026-04-01 09:50:28,03a79480-c06e-4a2d-8e10-daf9f4ae68ec,NVDA,BUY,2026-01-16 09:33:21,Status.FILLED,188.92,1,1,2026-04-01 09:23:12.896920
2026-04-01 09:50:28,9e864ded-2fa1-4dfd-8316-a2bb4964d82a,NVDA,SELL,2026-01-16 09:33:22,Status.FILLED,188.88,1,1,2026-04-01 09:23:13.898696
2026-04-01 09:50:28,3f6f6f93-f31a-46a9-8335-06a09ea33c92,NVDA,BUY,2026-01-16 09:33:24,Status.FILLED,188.86,1,1,2026-04-01 09:23:15.901131
2026-04-01 09:50:28,e061112e-6f1b-41a6-9a0d-4279e1caef80,NVDA,SELL,2026-01-16 09:33:26,Status.FILLED,188.84,1,1,2026-04-01 09:23:17.904149
2026-04-01 09:50:28,e76eae8f-edca-4b10-a5fd-6687c4e5b97c,NVDA,BUY,2026-01-16 09:33:28,Status.FILLED,188.85,1,1,2026-04-01 09:23:19.905729
2026-04-01 09:50:28,b2c819ea-8005-43b5-98c7-7d1ce782416f,NVDA,SELL,2026-01-16 09:33:29,Status.FILLED,188.81,1,1,2026-04-01 09:23:20.906887
2026-04-01 09:50:28,eb25684d-3a8d-4d36-b554-d098d3b0359d,NVDA,BUY,2026-01-16 09:33:30,Status.FILLED,188.83,1,1,2026-04-01 09:23:21.909032
2026-04-01 09:50:28,d0e9b0c2-1417-4af2-b39a-811b38f537b7,NVDA,SELL,2026-01-16 09:33:31,Status.FILLED,188.82,1,1,2026-04-01 09:23:22.912247
2026-04-01 09:50:28,306c8ac9-fb4a-402b-af27-576fc8ee527a,NVDA,BUY,2026-01-16 09:33:32,Status.FILLED,188.81,1,1,2026-04-01 09:23:23.917735
2026-04-01 09:50:28,9b014b69-53b8-4518-a637-18eea2970b20,NVDA,SELL,2026-01-16 09:33:33,Status.FILLED,188.8,1,1,2026-04-01 09:23:24.919387
2026-04-01 09:50:28,48215751-f25d-40a0-b313-54e433824b37,NVDA,BUY,2026-01-16 09:33:34,Status.FILLED,188.88,1,1,2026-04-01 09:23:25.921279
2026-04-01 09:50:28,7cc4b9dd-4819-4663-be86-9eba1b5ccde2,NVDA,SELL,2026-01-16 09:33:36,Status.FILLED,188.82,1,1,2026-04-01 09:23:27.923165
2026-04-01 09:50:28,116d27ca-39fc-41b5-8ab1-535992344b95,NVDA,BUY,2026-01-16 09:33:37,Status.FILLED,188.84,1,1,2026-04-01 09:23:28.926864
2026-04-01 09:50:28,df936a7b-5f76-4182-b25a-558bcaa0cac2,NVDA,SELL,2026-01-16 09:33:39,Status.FILLED,188.97,1,1,2026-04-01 09:23:30.929118
2026-04-01 09:50:28,7c680a42-d1e2-4b53-93a4-373f29da29a6,NVDA,BUY,2026-01-16 09:33:40,Status.FILLED,189.04,1,1,2026-04-01 09:23:31.930700
2026-04-01 09:50:28,47729e20-d166-4e29-90f7-2441a77d712f,NVDA,SELL,2026-01-16 09:33:41,Status.FILLED,189.02,1,1,2026-04-01 09:23:32.931520
2026-04-01 09:50:28,4cad1689-934d-41cc-8496-078b4bbcfd5c,NVDA,BUY,2026-01-16 09:33:42,Status.FILLED,189.09,1,1,2026-04-01 09:23:33.935957
2026-04-01 09:50:28,4df6bda4-5384-4dec-8ae6-270f316be012,NVDA,SELL,2026-01-16 09:33:44,Status.FILLED,189.13,1,1,2026-04-01 09:23:35.939814
2026-04-01 09:50:28,64b52efd-c049-45c4-b5b3-37b02158f9ad,NVDA,BUY,2026-01-16 09:33:45,Status.FILLED,189.19,1,1,2026-04-01 09:23:36.941967
2026-04-01 09:50:28,f9fa3fff-70d9-4883-b68e-2fb4aa32c5d4,NVDA,SELL,2026-01-16 09:33:46,Status.FILLED,189.17,1,1,2026-04-01 09:23:37.944558
2026-04-01 09:50:28,62d39225-247c-4339-ab9d-7bfc6c06c0df,NVDA,BUY,2026-01-16 09:33:48,Status.FILLED,189.22,1,1,2026-04-01 09:23:39.948667
