sim_time,order_id,symbol,side,exec_price,exec_size,order_size,status,exec_ts
2025-04-10 09:51:03,e2d14b03-6f62-465b-8b4d-5d00ec4e1a16,JPM,SELL,229.9600,1,100,Status.FILLED,2026-04-02 17:58:39.387089
2025-04-10 09:51:04,05e71503-2f87-46c8-bfd3-f30d4400fca0,JPM,BUY,0.0000,4,400,Status.CANCELED,2026-04-02 17:58:38.180215
2025-04-10 09:51:05,45cf73c0-e9a4-4c67-ba0b-0f9ef86b5caa,JPM,SELL,229.9500,1,100,Status.FILLED,2026-04-02 17:58:41.806951
2025-04-10 09:51:07,acbee457-d8d1-48f7-913d-80769beceeb4,JPM,BUY,0.0000,5,500,Status.CANCELED,2026-04-02 17:58:40.597071
2025-04-10 09:51:10,63a727df-3c46-4a80-a826-1474f831b4bd,JPM,BUY,0.0000,6,600,Status.CANCELED,2026-04-02 17:58:43.220523
2025-04-10 09:51:13,d1084b12-75d8-4bfd-8f4c-df1634f7c38d,JPM,BUY,0.0000,6,600,Status.CANCELED,2026-04-02 17:58:46.452198
2025-04-10 09:51:13,df6f50ee-413c-496c-be34-91f142defd55,JPM,BUY,229.6700,3,600,Status.PARTIALLY_FILLED,2026-04-02 17:58:49.668271
2025-04-10 09:51:14,f621559f-41fe-4ed7-9318-92be0302ddf3,JPM,BUY,229.6700,1,300,Status.FILLED,2026-04-02 17:58:50.876615
2025-04-10 09:51:14,f621559f-41fe-4ed7-9318-92be0302ddf3,JPM,BUY,229.6700,2,300,Status.PARTIALLY_FILLED,2026-04-02 17:58:50.876615
2025-04-10 09:51:21,a7a28315-1a12-4cc5-9529-eef06b71ab07,JPM,BUY,229.4200,1,100,Status.FILLED,2026-04-02 17:58:57.099369
2025-04-10 09:51:24,5d36b55a-7a99-47fa-91e7-7cfa073a924e,JPM,BUY,229.3900,1,100,Status.FILLED,2026-04-02 17:58:59.320595
2025-04-10 09:51:25,90c086dc-a98e-4862-82ba-5cebf685c0e9,JPM,SELL,0.0000,1,100,Status.CANCELED,2026-04-02 17:58:58.111748
2025-04-10 09:51:26,6e621a87-1e76-49d1-ae96-bc240a16b680,JPM,BUY,229.3500,1,100,Status.FILLED,2026-04-02 17:59:01.534442
2025-04-10 09:51:28,1378d79f-00f2-470a-825a-6504ef7be088,JPM,SELL,0.0000,2,200,Status.CANCELED,2026-04-02 17:59:01.738658
2025-04-10 09:51:28,a78deaa6-dc90-4c01-b8e4-45a61c5cfb6b,JPM,BUY,229.3600,1,100,Status.FILLED,2026-04-02 17:59:03.954828
2025-04-10 09:51:29,0a6b4da3-7f5a-4603-94e1-fa72c1567217,JPM,SELL,0.0000,3,300,Status.CANCELED,2026-04-02 17:59:04.159379
2025-04-10 09:51:30,1761f093-8c98-41ec-a83d-0884a924448d,JPM,BUY,229.3600,1,100,Status.FILLED,2026-04-02 17:59:06.586193
2025-04-10 09:51:31,1f927e06-2ddd-40b1-811d-95fd2aafd4a6,JPM,SELL,0.0000,4,400,Status.CANCELED,2026-04-02 17:59:05.372837
2025-04-10 09:51:34,4200a17b-3a43-4084-92a5-909a294099d6,JPM,SELL,0.0000,5,500,Status.CANCELED,2026-04-02 17:59:07.996986
2025-04-10 09:51:36,5fc655a9-3781-42b1-a9d2-70039f4e9d33,JPM,BUY,229.3100,1,100,Status.FILLED,2026-04-02 17:59:12.230114
2025-04-10 09:51:37,41a1221e-5269-47f7-b4eb-b6faf4052a47,JPM,SELL,0.0000,5,500,Status.CANCELED,2026-04-02 17:59:11.224168
2025-04-10 09:51:38,3b40fc60-4199-488a-93cd-d4f1ae34efbd,JPM,BUY,229.3300,1,100,Status.FILLED,2026-04-02 17:59:14.653238
2025-04-10 09:51:39,da5756db-4c39-4d4e-8d31-241750d417af,JPM,SELL,0.0000,6,600,Status.CANCELED,2026-04-02 17:59:13.444002
2025-04-10 09:51:41,caadc111-8082-4cd1-a93c-426ac6c10be3,JPM,BUY,229.2600,1,100,Status.FILLED,2026-04-02 17:59:17.140348
2025-04-10 09:51:42,a79bc61d-6778-4e68-bfad-5f9af01560fe,JPM,SELL,0.0000,7,700,Status.CANCELED,2026-04-02 17:59:15.932473
2025-04-10 09:51:43,28e86d32-5de4-4497-9e70-198a776d517d,JPM,BUY,229.2500,1,100,Status.FILLED,2026-04-02 17:59:19.581862
2025-04-10 09:51:44,fe6ffb5c-8905-4fee-8e17-0b3eee3edc64,JPM,SELL,0.0000,8,800,Status.CANCELED,2026-04-02 17:59:18.350526
2025-04-10 09:51:45,9020167b-f033-4705-9cbd-89cd4f57dbb4,JPM,BUY,229.2500,1,100,Status.FILLED,2026-04-02 17:59:21.999536
2025-04-10 09:51:47,6975248b-4ba2-4963-9779-a044f74c553d,JPM,SELL,0.0000,9,900,Status.CANCELED,2026-04-02 17:59:20.790541
2025-04-10 09:51:49,345b9492-6629-47c2-af7f-755e9bafe7d6,JPM,BUY,0.0000,1,100,Status.CANCELED,2026-04-02 17:59:24.424902
2025-04-10 09:51:50,c100a3ce-5b41-447b-b600-6f4b1b4d9e3e,JPM,SELL,0.0000,10,1000,Status.CANCELED,2026-04-02 17:59:23.211538
2025-04-10 09:51:53,ea6c1704-d175-4908-9c01-ec85ddf4404c,JPM,SELL,0.0000,10,1000,Status.CANCELED,2026-04-02 17:59:26.843091
2025-04-10 09:51:57,dcfd2a97-3ee1-4615-ac02-0de523df550f,JPM,SELL,0.0000,10,1000,Status.CANCELED,2026-04-02 17:59:30.081574
2025-04-10 09:52:00,779cfc22-9847-465f-bdc3-8afdab5f580d,JPM,SELL,0.0000,10,1000,Status.CANCELED,2026-04-02 17:59:33.293298
2025-04-10 09:52:02,29cc7279-d3b2-418a-88a3-4bde60707564,JPM,SELL,0.0000,9,1000,Status.FILLED,2026-04-02 17:59:36.508466
2025-04-10 09:52:02,29cc7279-d3b2-418a-88a3-4bde60707564,JPM,SELL,229.5300,1,1000,Status.PARTIALLY_FILLED,2026-04-02 17:59:36.508466
2025-04-10 09:52:02,f78e4e12-0c52-44f3-a6cd-74eace6199ed,JPM,SELL,229.5300,1,1000,Status.PARTIALLY_FILLED,2026-04-02 17:59:39.722272
2025-04-10 09:52:02,f78e4e12-0c52-44f3-a6cd-74eace6199ed,JPM,SELL,229.5300,2,1000,Status.PARTIALLY_FILLED,2026-04-02 17:59:39.722272
2025-04-10 09:52:09,c43e5e45-0d50-498d-8ad8-f5701e24233c,JPM,BUY,0.0000,1,100,Status.CANCELED,2026-04-02 17:59:41.955288
2025-04-10 09:52:12,b188e380-d44a-4f66-a73c-a3b52eb32d98,JPM,BUY,0.0000,1,100,Status.CANCELED,2026-04-02 17:59:45.171329
2025-04-10 09:52:14,5a035a75-cbce-45e2-9be7-f71f86b2222b,JPM,BUY,229.5400,1,100,Status.FILLED,2026-04-02 17:59:48.392248
2025-04-10 09:52:38,a6846f9a-a094-4c28-b0ed-a27ebc724395,JPM,BUY,229.3500,1,100,Status.FILLED,2026-04-02 18:00:14.938844
2025-04-10 09:52:42,e8b82151-e3f0-4f66-9fef-c8e315f409c9,JPM,BUY,229.3500,1,100,Status.FILLED,2026-04-02 18:00:17.169530
2025-04-10 09:52:43,af340a25-9766-41bc-8435-2d9e27b511b5,JPM,SELL,0.0000,1,100,Status.CANCELED,2026-04-02 18:00:15.956554
2025-04-10 09:52:43,d8cffe64-de4e-4c40-bbd4-f48d202b34f4,JPM,BUY,229.3100,1,100,Status.FILLED,2026-04-02 18:00:19.392410
2025-04-10 09:52:44,07d606d3-ecc1-4e47-ab47-238ef729881e,JPM,SELL,0.0000,2,200,Status.CANCELED,2026-04-02 18:00:19.598215
2025-04-10 09:52:45,4fa871f8-570f-4c6a-96df-17052ff0e1e2,JPM,BUY,229.1700,1,100,Status.FILLED,2026-04-02 18:00:22.048202
2025-04-10 09:52:47,437a75b4-1550-46ca-8822-adefbe1fdf7d,JPM,SELL,0.0000,3,300,Status.CANCELED,2026-04-02 18:00:20.813064
2025-04-10 09:52:50,764ef81a-f279-40ee-8812-3fd1a982a0cc,JPM,SELL,0.0000,4,400,Status.CANCELED,2026-04-02 18:00:23.278461
2025-04-10 09:52:50,92b566c9-9895-4882-925d-8c5a5e294759,JPM,BUY,229.0200,1,100,Status.FILLED,2026-04-02 18:00:24.495382
2025-04-10 09:52:52,0392ae10-8690-432f-aa0b-aa506c86583c,JPM,BUY,229.0200,1,100,Status.FILLED,2026-04-02 18:00:26.716345
2025-04-10 09:52:52,2f8a2a6f-3bd0-4102-9993-7e1019c00dec,JPM,SELL,0.0000,4,400,Status.CANCELED,2026-04-02 18:00:26.925791
2025-04-10 09:52:53,e59be4a9-d365-4f38-b8c7-b79bb5ff6a15,JPM,SELL,0.0000,5,500,Status.CANCELED,2026-04-02 18:00:28.144503
2025-04-10 09:52:53,d708ce85-7684-484a-bc10-68bf41d209a8,JPM,BUY,228.9500,1,100,Status.FILLED,2026-04-02 18:00:29.372672
2025-04-10 09:52:54,dbc6d93a-c237-4bd7-a7a6-14dce16b5171,JPM,SELL,0.0000,6,600,Status.CANCELED,2026-04-02 18:00:29.579595
2025-04-10 09:52:56,6c20d59a-a8ab-457d-bfe8-61ee4b767e8e,JPM,BUY,228.8900,1,100,Status.FILLED,2026-04-02 18:00:31.997667
2025-04-10 09:52:58,c61b6246-24f9-453e-8905-675b733ec947,JPM,SELL,0.0000,7,700,Status.CANCELED,2026-04-02 18:00:30.791174
2025-04-10 09:52:58,9717628a-930a-4b00-aa75-cd0e0e7c3c8c,JPM,BUY,228.9100,1,100,Status.FILLED,2026-04-02 18:00:34.206515
2025-04-10 09:52:59,1b78453a-db24-4cad-8f7c-45fb49e91b49,JPM,SELL,0.0000,8,800,Status.CANCELED,2026-04-02 18:00:34.408491
2025-04-10 09:53:00,d2d276f5-c70c-4b3a-acc7-fb50483dd550,JPM,BUY,228.7900,1,100,Status.FILLED,2026-04-02 18:00:36.826769
2025-04-10 09:53:01,424ba4b9-ca65-4a30-a9a8-5c648182670f,JPM,SELL,0.0000,9,900,Status.CANCELED,2026-04-02 18:00:35.618136
2025-04-10 09:53:03,e9c7ea26-616f-47f4-be61-4011b47e0d2a,JPM,SELL,229.4500,1,1000,Status.PARTIALLY_FILLED,2026-04-02 18:00:38.033373
2025-04-10 09:53:03,9917ed03-d62b-4dd0-bfeb-4bde2708f890,JPM,BUY,228.6400,1,100,Status.FILLED,2026-04-02 18:00:39.243864
2025-04-10 09:53:05,59fd22e8-084e-41ff-82b8-5c1386b61849,JPM,BUY,228.5400,1,100,Status.FILLED,2026-04-02 18:00:41.460990
2025-04-10 09:53:06,9482833d-3786-485d-b45c-7cf545ec4b68,JPM,SELL,0.0000,10,1000,Status.CANCELED,2026-04-02 18:00:41.663248
2025-04-10 09:53:08,8a697489-9d26-4c58-af7c-7cddded432eb,JPM,BUY,228.6500,1,100,Status.FILLED,2026-04-02 18:00:44.078540
2025-04-10 09:53:09,dfd912ff-b7b4-427a-b918-a0492ede5e69,JPM,SELL,0.0000,11,1100,Status.CANCELED,2026-04-02 18:00:42.870712
2025-04-10 09:53:10,4a415a9b-16b8-40ee-aa45-0b1da047d4b2,JPM,BUY,228.6400,1,100,Status.FILLED,2026-04-02 18:00:46.501858
2025-04-10 09:53:11,7687db9e-9e06-4774-a3c5-fdffa0c8d6c7,JPM,SELL,0.0000,12,1200,Status.CANCELED,2026-04-02 18:00:45.290981
2025-04-10 09:53:13,56c815f4-36cf-4049-99a2-03c765f656fa,JPM,BUY,228.6400,1,100,Status.FILLED,2026-04-02 18:00:48.921850
2025-04-10 09:53:15,3c78deb9-3164-4395-afc3-89892d57b235,JPM,SELL,0.0000,13,1300,Status.CANCELED,2026-04-02 18:00:47.711373
2025-04-10 09:53:15,2476b61f-d455-4b61-b228-aecad721565b,JPM,BUY,228.6400,1,100,Status.FILLED,2026-04-02 18:00:51.160411
2025-04-10 09:53:16,c79de6e7-0d88-4d0d-ac58-6765951bfe6f,JPM,SELL,0.0000,14,1400,Status.CANCELED,2026-04-02 18:00:51.365405
2025-04-10 09:53:17,2637d7fd-f8b3-4e98-a618-a47fd113a270,JPM,BUY,228.7200,1,100,Status.FILLED,2026-04-02 18:00:53.786406
2025-04-10 09:53:18,3a4e5a17-d200-40f6-9628-7bdb0b552fd2,JPM,SELL,0.0000,15,1500,Status.CANCELED,2026-04-02 18:00:52.578083
2025-04-10 09:53:19,0d3b8898-cc81-4954-ad2f-e032900f9ed6,JPM,BUY,228.7200,1,100,Status.FILLED,2026-04-02 18:00:56.205814
2025-04-10 09:53:21,e524e9b2-ce51-4c49-81ed-a1da43062604,JPM,SELL,0.0000,16,1600,Status.CANCELED,2026-04-02 18:00:54.996788
2025-04-10 09:53:24,039e9db8-3b5e-4e65-a97e-ddd04482bc2e,JPM,SELL,0.0000,17,1700,Status.CANCELED,2026-04-02 18:00:57.417201
2025-04-10 09:53:24,f7ad789f-24e1-442a-8597-19976e4ef58c,JPM,BUY,0.0000,1,100,Status.CANCELED,2026-04-02 18:00:58.635489
2025-04-10 09:53:24,d7637e55-8155-4e6d-908b-35571b7577ba,JPM,BUY,228.9500,1,100,Status.FILLED,2026-04-02 18:01:00.886731
2025-04-10 09:53:26,f962d444-9a76-49f4-9bcf-ed6f0e1b0cfb,JPM,SELL,0.0000,17,1700,Status.CANCELED,2026-04-02 18:01:01.096014
2025-04-10 09:53:27,79a3368e-d8ba-4259-a614-17a60224a7db,JPM,BUY,228.8600,1,100,Status.FILLED,2026-04-02 18:01:03.521160
2025-04-10 09:53:28,6da87a58-2a68-470a-a4ec-3c72ba9fc5a6,JPM,SELL,0.0000,18,1800,Status.CANCELED,2026-04-02 18:01:02.308967
2025-04-10 09:53:29,5a9370f9-ce4b-4301-86a1-3d62258f87dc,JPM,BUY,228.8900,1,100,Status.FILLED,2026-04-02 18:01:05.943835
2025-04-10 09:53:31,81020d3e-2d99-4779-a038-e212b760e111,JPM,SELL,0.0000,19,1900,Status.CANCELED,2026-04-02 18:01:04.732959
2025-04-10 09:53:32,2757da9a-acc1-4bfd-bad2-8c33ec9e91b9,JPM,BUY,228.9200,1,100,Status.FILLED,2026-04-02 18:01:08.365439
2025-04-10 09:53:33,0ac0f4f8-0e70-4e1d-ad1f-4d14a1f5ad9f,JPM,SELL,0.0000,20,2000,Status.CANCELED,2026-04-02 18:01:07.154410
2025-04-10 09:53:34,771778ec-7afa-4dc1-b571-69484e723f19,JPM,BUY,228.9200,1,100,Status.FILLED,2026-04-02 18:01:10.790568
2025-04-10 09:53:35,e2546b53-cea1-44ab-a9e4-ef7f6cd8d940,JPM,SELL,0.0000,21,2100,Status.CANCELED,2026-04-02 18:01:09.580715
2025-04-10 09:53:37,d742c48f-6f49-4709-bf09-8b4f72615d99,JPM,BUY,228.9200,1,100,Status.FILLED,2026-04-02 18:01:13.211571
2025-04-10 09:53:38,9bda0b90-d7d2-4e73-88d8-55195a6f757c,JPM,SELL,0.0000,22,2200,Status.CANCELED,2026-04-02 18:01:12.000066
2025-04-10 09:53:39,9b882a19-4d4c-4f75-a00e-7a0a6d6930c9,JPM,BUY,228.6900,1,100,Status.FILLED,2026-04-02 18:01:15.634481
2025-04-10 09:53:40,9c64396e-b34b-472c-8800-712a37423fbf,JPM,SELL,0.0000,23,2300,Status.CANCELED,2026-04-02 18:01:14.421859
2025-04-10 09:53:44,1f6efa01-86ab-4948-9c90-87257178a854,JPM,SELL,0.0000,24,2400,Status.CANCELED,2026-04-02 18:01:16.846488
2025-04-10 09:53:44,25be6aab-4438-40d3-a687-05cbe8e20722,JPM,BUY,0.0000,1,100,Status.CANCELED,2026-04-02 18:01:18.057599
2025-04-10 09:53:46,a0a2f933-c681-4d9d-9eb7-e959127e59e4,JPM,BUY,0.0000,1,100,Status.CANCELED,2026-04-02 18:01:20.268746
2025-04-10 09:53:46,253bdb56-aa74-472b-9f7a-7ee7a54822b7,JPM,BUY,228.7600,1,100,Status.FILLED,2026-04-02 18:01:22.692176
2025-04-10 09:53:47,6d54e7d3-7723-4c4f-b6d4-51414333ab9f,JPM,SELL,0.0000,24,2400,Status.CANCELED,2026-04-02 18:01:20.475718
2025-04-10 09:53:49,182b3a5f-de62-445f-8482-8cbe38ac6824,JPM,BUY,228.8400,1,100,Status.FILLED,2026-04-02 18:01:25.116459
2025-04-10 09:53:50,e0224d6b-0468-4948-9d53-0bc068700a6b,JPM,SELL,0.0000,25,2500,Status.CANCELED,2026-04-02 18:01:23.902264
2025-04-10 09:53:53,d70bd0c5-8521-4fda-9555-31490cdd00eb,JPM,SELL,0.0000,26,2600,Status.CANCELED,2026-04-02 18:01:26.529284
2025-04-10 09:53:56,815ded1e-294b-4c7f-8dce-46abd376da87,JPM,SELL,0.0000,26,2600,Status.CANCELED,2026-04-02 18:01:29.748435
2025-04-10 09:53:58,998e1780-d7c3-412f-bc9d-3f3d785e09cf,JPM,SELL,229.2800,1,2600,Status.PARTIALLY_FILLED,2026-04-02 18:01:32.971996
2025-04-10 09:54:03,6d015f16-ddf1-4242-b1b8-65c30a03e1ac,JPM,SELL,0.0000,25,2500,Status.CANCELED,2026-04-02 18:01:36.210297
2025-04-10 09:54:06,0e45d432-98e2-4e32-a0fa-8e9ce87868b2,JPM,SELL,0.0000,25,2500,Status.CANCELED,2026-04-02 18:01:39.428710
2025-04-10 09:54:09,09184622-4088-4fac-a70c-d5f2909d7d88,JPM,SELL,0.0000,25,2500,Status.CANCELED,2026-04-02 18:01:42.643467
2025-04-10 09:54:09,33524601-3f2e-48ad-b111-3e72c54608f3,JPM,BUY,228.7400,1,100,Status.FILLED,2026-04-02 18:01:45.661906
2025-04-10 09:54:10,1febd146-919d-4311-b104-54b52c1a4e86,JPM,SELL,0.0000,25,2500,Status.CANCELED,2026-04-02 18:01:45.869116
2025-04-10 09:54:12,460e5cf2-0ebf-4f85-b5eb-7239fcc07035,JPM,BUY,228.8900,1,100,Status.FILLED,2026-04-02 18:01:48.286328
2025-04-10 09:54:13,103e4b52-71bc-4142-a797-93120d07bad3,JPM,SELL,0.0000,26,2600,Status.CANCELED,2026-04-02 18:01:47.081009
2025-04-10 09:54:14,07b5ec79-c16a-4218-88ad-1c7917f93500,JPM,BUY,228.8900,1,100,Status.FILLED,2026-04-02 18:01:50.709663
2025-04-10 09:54:15,c05899c1-2934-4e94-ace9-bd9696f1b19e,JPM,SELL,0.0000,27,2700,Status.CANCELED,2026-04-02 18:01:49.492065
2025-04-10 09:54:19,ea2fb057-557d-43e1-a7b5-f88c6a24a551,JPM,SELL,0.0000,28,2800,Status.CANCELED,2026-04-02 18:01:51.917925
2025-04-10 09:54:19,8a577931-aafc-4d96-b72b-01e08105aafa,JPM,BUY,0.0000,1,100,Status.CANCELED,2026-04-02 18:01:53.133595
2025-04-10 09:54:20,44fbd6b6-9a45-4641-8a24-d0d0ee0b8da3,JPM,BUY,228.8600,1,100,Status.FILLED,2026-04-02 18:01:55.349221
2025-04-10 09:54:21,fccecc99-836a-45e9-9974-1d12f09e0ac2,JPM,SELL,0.0000,28,2800,Status.CANCELED,2026-04-02 18:01:55.555827
2025-04-10 09:54:24,5c0810f4-e18b-443c-9dd2-a962842c4286,JPM,BUY,228.9000,1,100,Status.FILLED,2026-04-02 18:01:57.765011
2025-04-10 09:54:24,59452754-6e63-45e6-9350-c5513b91a358,JPM,SELL,0.0000,29,2900,Status.CANCELED,2026-04-02 18:01:57.967255
2025-04-10 09:54:24,5de9f7e8-ffda-48c1-80ac-bfec97630c81,JPM,BUY,228.8300,1,100,Status.FILLED,2026-04-02 18:02:00.177302
2025-04-10 09:54:25,ed9b8d09-1ca7-4295-a0c7-65be6eedcdf6,JPM,SELL,0.0000,30,3000,Status.CANCELED,2026-04-02 18:02:00.379475
2025-04-10 09:54:26,c2484269-7a35-4796-9bde-9ff3f0208881,JPM,BUY,228.8200,1,100,Status.FILLED,2026-04-02 18:02:02.806489
2025-04-10 09:54:27,2997fab9-6455-460a-9858-567f754fedbe,JPM,SELL,0.0000,31,3100,Status.CANCELED,2026-04-02 18:02:01.594832
2025-04-10 09:54:29,f06b78df-c5d1-4a7f-849c-2e22e632f2df,JPM,BUY,228.7700,1,100,Status.FILLED,2026-04-02 18:02:05.229683
2025-04-10 09:54:30,e64e0c53-f0f5-4ffa-ba23-40acbd1d9b0b,JPM,SELL,0.0000,32,3200,Status.CANCELED,2026-04-02 18:02:04.016851
2025-04-10 09:54:31,319d6b99-5447-4581-a5d7-6589b88a279b,JPM,BUY,228.7600,1,100,Status.FILLED,2026-04-02 18:02:07.653045
2025-04-10 09:54:33,467af3e8-abb8-4483-a34d-91471c2bd89d,JPM,SELL,0.0000,33,3300,Status.CANCELED,2026-04-02 18:02:06.438896
2025-04-10 09:54:36,fbcc6801-7aef-48a8-a88d-aa296b3a1512,JPM,SELL,0.0000,34,3400,Status.CANCELED,2026-04-02 18:02:09.070276
2025-04-10 09:54:36,3626503e-5d79-4854-8f08-66584beddf81,JPM,BUY,228.8100,1,100,Status.FILLED,2026-04-02 18:02:11.082238
2025-04-10 09:54:37,cf2cc031-1732-4373-9e15-aa756ec5f9c9,JPM,SELL,0.0000,34,3400,Status.CANCELED,2026-04-02 18:02:12.296036
2025-04-10 09:54:40,78e3b3bb-d1fd-460c-bd83-c25416ecc9eb,JPM,SELL,0.0000,35,3500,Status.CANCELED,2026-04-02 18:02:13.713678
2025-04-10 09:54:41,f1c10d48-01fc-42f4-8124-37123a0e48e2,JPM,BUY,228.7200,1,100,Status.FILLED,2026-04-02 18:02:16.733375
2025-04-10 09:54:43,340b7aa3-f435-4269-b7a4-d25cd977c6b8,JPM,SELL,0.0000,35,3500,Status.CANCELED,2026-04-02 18:02:16.938596
2025-04-10 09:54:43,f9ff8466-318d-42ef-8469-c355d557c877,JPM,BUY,228.5900,1,100,Status.FILLED,2026-04-02 18:02:19.153948
2025-04-10 09:54:44,779e03f3-29ae-421f-ad80-7c67a039a7cc,JPM,SELL,0.0000,36,3600,Status.CANCELED,2026-04-02 18:02:19.359271
2025-04-10 09:54:45,bb90cc21-8461-4150-b90d-a9e49ccd162e,JPM,BUY,228.5900,1,100,Status.FILLED,2026-04-02 18:02:21.786486
2025-04-10 09:54:46,a34643fb-bc6d-4a2a-afba-837ead5a9c81,JPM,SELL,0.0000,37,3700,Status.CANCELED,2026-04-02 18:02:20.575410
2025-04-10 09:54:50,053ecede-67bf-4bc8-a13e-125f312955e0,JPM,SELL,0.0000,38,3800,Status.CANCELED,2026-04-02 18:02:22.996070
2025-04-10 09:54:50,7b1c4df2-5080-47bd-be23-42cb2a4eacc9,JPM,BUY,0.0000,1,100,Status.CANCELED,2026-04-02 18:02:24.207431
2025-04-10 09:54:50,122cf792-703d-48af-acc2-d82ee057d096,JPM,BUY,228.5900,1,100,Status.FILLED,2026-04-02 18:02:26.428718
2025-04-10 09:54:51,7e59cf5c-d3b3-40d6-bd8a-8a57c9a1ba08,JPM,SELL,0.0000,38,3800,Status.CANCELED,2026-04-02 18:02:26.635167
2025-04-10 09:54:53,dba8b5c3-1014-469b-acc5-aa178dd98af1,JPM,BUY,228.5900,1,100,Status.FILLED,2026-04-02 18:02:29.064780
2025-04-10 09:54:54,41ffbae8-d183-4e57-a65e-4d2e92c3f8dc,JPM,SELL,0.0000,39,3900,Status.CANCELED,2026-04-02 18:02:27.851082
2025-04-10 09:54:57,e8bdfe22-b74c-48c5-935e-f480dd19136c,JPM,SELL,0.0000,40,4000,Status.CANCELED,2026-04-02 18:02:30.273350
2025-04-10 09:54:57,24044c48-0b13-44d8-a9eb-0fcfebbf091d,JPM,BUY,0.0000,1,100,Status.CANCELED,2026-04-02 18:02:31.484779
2025-04-10 09:55:01,90d1ca2f-9749-486b-8842-9e758708ad06,JPM,SELL,0.0000,40,4000,Status.CANCELED,2026-04-02 18:02:33.909126
2025-04-10 09:55:04,38fc6a05-20c7-4ef4-8f09-e53ddf3506ba,JPM,SELL,0.0000,40,4000,Status.CANCELED,2026-04-02 18:02:37.139404
2025-04-10 09:55:10,e695caed-2841-4595-b1bd-12c66585f185,JPM,SELL,0.0000,40,4000,Status.CANCELED,2026-04-02 18:02:43.580755
2025-04-10 09:55:13,8dcb300f-eb09-433f-8fd1-11919b4fab99,JPM,SELL,0.0000,40,4000,Status.CANCELED,2026-04-02 18:02:46.804946
2025-04-10 09:55:17,38483f34-63af-4a40-8015-d1ab4c274bc9,JPM,SELL,0.0000,40,4000,Status.CANCELED,2026-04-02 18:02:50.023483
2025-04-10 09:55:20,2f29dd72-2f33-4424-95ca-ace7104e405c,JPM,SELL,0.0000,40,4000,Status.CANCELED,2026-04-02 18:02:53.240104
2025-04-10 09:55:23,d771e9ef-3a86-4c9a-99b4-74ff38337f11,JPM,SELL,0.0000,40,4000,Status.CANCELED,2026-04-02 18:02:56.467202
2025-04-10 09:55:26,52e740f0-9c48-4dbf-9987-b049f5309e19,JPM,SELL,0.0000,40,4000,Status.CANCELED,2026-04-02 18:02:59.692005
2025-04-10 09:55:30,8a835893-6990-44bc-8618-3f075954f58c,JPM,SELL,0.0000,40,4000,Status.CANCELED,2026-04-02 18:03:02.913855
2025-04-10 09:55:33,0d6632bc-cc5d-4a4f-a155-9f80c0120fe2,JPM,SELL,0.0000,40,4000,Status.CANCELED,2026-04-02 18:03:06.164717
